keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
play 3 most frequent numbers,/states/de/play-3/stats,stats,de,Delaware,play-3,Play 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 4 least frequent numbers,/states/ct/play-4/stats,stats,ct,Connecticut,play-4,Play 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 4 least frequent numbers,/states/de/play-4/stats,stats,de,Delaware,play-4,Play 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 4 most frequent numbers,/states/ct/play-4/stats,stats,ct,Connecticut,play-4,Play 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 4 most frequent numbers,/states/de/play-4/stats,stats,de,Delaware,play-4,Play 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 5 least frequent numbers,/states/de/play-5/stats,stats,de,Delaware,play-5,Play 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 5 most frequent numbers,/states/de/play-5/stats,stats,de,Delaware,play-5,Play 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island millionaire for life cold numbers,/states/ri/millionaire-for-life/stats,stats,ri,Rhode Island,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island millionaire for life hot numbers,/states/ri/millionaire-for-life/stats,stats,ri,Rhode Island,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island numbers game cold numbers,/states/ri/numbers-game/stats,stats,ri,Rhode Island,numbers-game,Numbers Game,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island numbers game hot numbers,/states/ri/numbers-game/stats,stats,ri,Rhode Island,numbers-game,Numbers Game,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island wild money cold numbers,/states/ri/wild-money/stats,stats,ri,Rhode Island,wild-money,Wild Money,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
rhode island wild money hot numbers,/states/ri/wild-money/stats,stats,ri,Rhode Island,wild-money,Wild Money,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
road runner cash least frequent numbers,/states/nm/road-runner-cash/stats,stats,nm,New Mexico,road-runner-cash,Road Runner Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
road runner cash most frequent numbers,/states/nm/road-runner-cash/stats,stats,nm,New Mexico,road-runner-cash,Road Runner Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south carolina cash pop cold numbers,/states/sc/cash-pop/stats,stats,sc,South Carolina,cash-pop,Cash Pop,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south carolina cash pop hot numbers,/states/sc/cash-pop/stats,stats,sc,South Carolina,cash-pop,Cash Pop,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south dakota dakota cash cold numbers,/states/sd/dakota-cash/stats,stats,sd,South Dakota,dakota-cash,Dakota Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south dakota dakota cash hot numbers,/states/sd/dakota-cash/stats,stats,sd,South Dakota,dakota-cash,Dakota Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south dakota millionaire for life cold numbers,/states/sd/millionaire-for-life/stats,stats,sd,South Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
south dakota millionaire for life hot numbers,/states/sd/millionaire-for-life/stats,stats,sd,South Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
super cash least frequent numbers,/states/wi/super-cash/stats,stats,wi,Wisconsin,super-cash,Super Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
super cash most frequent numbers,/states/wi/super-cash/stats,stats,wi,Wisconsin,super-cash,Super Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
super kansas cash least frequent numbers,/states/ks/super-kansas-cash/stats,stats,ks,Kansas,super-kansas-cash,Super Kansas Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
super kansas cash most frequent numbers,/states/ks/super-kansas-cash/stats,stats,ks,Kansas,super-kansas-cash,Super Kansas Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont gimme 5 cold numbers,/states/vt/gimme-5/stats,stats,vt,Vermont,gimme-5,Gimme 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont gimme 5 hot numbers,/states/vt/gimme-5/stats,stats,vt,Vermont,gimme-5,Gimme 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont megabucks cold numbers,/states/vt/megabucks/stats,stats,vt,Vermont,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont megabucks hot numbers,/states/vt/megabucks/stats,stats,vt,Vermont,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont millionaire for life cold numbers,/states/vt/millionaire-for-life/stats,stats,vt,Vermont,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
vermont millionaire for life hot numbers,/states/vt/millionaire-for-life/stats,stats,vt,Vermont,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 3 cold numbers",/states/dc/dc-3/stats,stats,dc,"Washington, D.C.",dc-3,DC 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 3 hot numbers",/states/dc/dc-3/stats,stats,dc,"Washington, D.C.",dc-3,DC 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 4 cold numbers",/states/dc/dc-4/stats,stats,dc,"Washington, D.C.",dc-4,DC 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 4 hot numbers",/states/dc/dc-4/stats,stats,dc,"Washington, D.C.",dc-4,DC 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 5 cold numbers",/states/dc/dc-5/stats,stats,dc,"Washington, D.C.",dc-5,DC 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. dc 5 hot numbers",/states/dc/dc-5/stats,stats,dc,"Washington, D.C.",dc-5,DC 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. millionaire for life cold numbers",/states/dc/millionaire-for-life/stats,stats,dc,"Washington, D.C.",millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
"washington, d.c. millionaire for life hot numbers",/states/dc/millionaire-for-life/stats,stats,dc,"Washington, D.C.",millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
west virginia cash 25 cold numbers,/states/wv/cash-25/stats,stats,wv,West Virginia,cash-25,Cash 25,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
west virginia cash 25 hot numbers,/states/wv/cash-25/stats,stats,wv,West Virginia,cash-25,Cash 25,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
west virginia daily 3 cold numbers,/states/wv/daily-3/stats,stats,wv,West Virginia,daily-3,Daily 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
west virginia daily 3 hot numbers,/states/wv/daily-3/stats,stats,wv,West Virginia,daily-3,Daily 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
west virginia daily 4 cold numbers,/states/wv/daily-4/stats,stats,wv,West Virginia,daily-4,Daily 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
